NAME,DESCRIPTION,TYPE,VALUE,LOOKUP
DATAGATE-PROD-KAISER-REMOTE-167.117.0.0_16,DATAGATE-PROD-KAISER,network,167.117.0.0/16,ipv4
IBM-REMOTE-167.210.219.0_24,IBM,network,167.210.219.0/24,ipv4
METROHEALTH-REMOTE-169.240.0.0_16,METROHEALTH,network,169.240.0.0/16,ipv4
FISHER-TITUS-REMOTE-170.71.121.64_26,FISHER-TITUS,network,170.71.121.64/26,ipv4
EGS-REMOTE-170.8.20.0_23,EGS,network,170.8.20.0/23,ipv4
NCO-REMOTE-170.8.230.0_24,NCO,network,170.8.230.0/24,ipv4
FAMILY-MEDICAL-CARE-PLUS-REMOTE-172.168.168.0_24,FAMILY-MEDICAL-CARE-PLUS,network,172.168.168.0/24,ipv4
SECURE-ASSESS-TEST-REMOTE-172.25.96.0_20,SECURE-ASSESS-TEST,network,172.25.96.0/20,ipv4
ELEVATION-IMAGING-GILLETTE-WY-REMOTE-172.26.10.112_28,ELEVATION-IMAGING-GILLETTE-WY,network,172.26.10.112/28,ipv4
SCHOOL-BASED-HEALTH-VAN-2-REMOTE-172.26.11.128_27,SCHOOL-BASED-HEALTH-VAN-2,network,172.26.11.128/27,ipv4
STROKEAMBUL2-R1-REMOTE-172.26.11.64_27,STROKEAMBUL2-R1,network,172.26.11.64/27,ipv4
STROKEAMBUL2-R2-REMOTE-172.26.11.96_27,STROKEAMBUL2-R2,network,172.26.11.96/27,ipv4
CDIW-WI-REMOTE-172.26.64.0_24,CDIW-WI,network,172.26.64.0/24,ipv4
COLE-VISION-VAN-REMOTE-172.27.1.0_28,COLE-VISION-VAN,network,172.27.1.0/28,ipv4
CBLDG-TRAILER-REMOTE-172.27.1.128_28,CBLDG-TRAILER,network,172.27.1.128/28,ipv4
RIGNEY-DOLPHIN-CLE-REMOTE-172.27.1.144_28,RIGNEY-DOLPHIN-CLE,network,172.27.1.144/28,ipv4
LIFE-WATCH-REMOTE-172.27.1.16_28,LIFE-WATCH,network,172.27.1.16/28,ipv4
DATAGATE-PROD-LOGIX-HEALTH-REMOTE-172.27.1.160_28,DATAGATE-PROD-LOGIX-HEALTH,network,172.27.1.160/28,ipv4
SAGREHAB-REMOTE-172.27.1.176_28,SAGREHAB,network,172.27.1.176/28,ipv4
CRADLE-POINT-CLINICAL-TRANSPORT1-REMOTE-172.27.1.192_28,CRADLE-POINT-CLINICAL-TRANSPORT1,network,172.27.1.192/28,ipv4
RLSOLUTIONS-REMOTE-172.27.1.208_28,RLSOLUTIONS,network,172.27.1.208/28,ipv4
IMMIX-REMOTE-172.27.1.240_28,IMMIX,network,172.27.1.240/28,ipv4
CLEARDATA2-REMOTE-172.27.100.0_28,CLEARDATA2,network,172.27.100.0/28,ipv4
OSCAR-REMOTE-172.27.100.128_27,OSCAR,network,172.27.100.128/27,ipv4
OPTIMUMENERGY-REMOTE-172.27.100.16_28,OPTIMUMENERGY,network,172.27.100.16/28,ipv4
ARAMARK-AVON-REMOTE-172.27.100.160_30,ARAMARK-AVON,network,172.27.100.160/30,ipv4
WESTERN-RESERVE-REMOTE-172.27.100.164_30,WESTERN-RESERVE,network,172.27.100.164/30,ipv4
ARAMARK-WESTON-REMOTE-172.27.100.168_30,ARAMARK-WESTON,network,172.27.100.168/30,ipv4
APPRISS-REMOTE-172.27.100.172_30,APPRISS,network,172.27.100.172/30,ipv4
FREEDOM-PAY-REMOTE-172.27.100.184_29,FREEDOM-PAY,network,172.27.100.184/29,ipv4
SOLVENTUM-3M-CITRIX-EPIC-OUTBOUND-REMOTE-172.27.100.192_27,SOLVENTUM-3M-CITRIX-EPIC-OUTBOUND,network,172.27.100.192/27,ipv4
ORDR-REMOTE-172.27.100.224_28,ORDR,network,172.27.100.224/28,ipv4
APPRISS-NEVADA-REMOTE-172.27.100.240_30,APPRISS-NEVADA,network,172.27.100.240/30,ipv4
CENTERS-REMOTE-172.27.100.32_29,CENTERS,network,172.27.100.32/29,ipv4
ALPINE-UNION-REMOTE-172.27.100.48_28,ALPINE-UNION,network,172.27.100.48/28,ipv4
LAKEPOINT-REMOTE-172.27.101.0_29,LAKEPOINT,network,172.27.101.0/29,ipv4
ELEVATION-IMAGING-REMOTE-172.27.101.136_29,ELEVATION-IMAGING,network,172.27.101.136/29,ipv4
ARAMARK-EUCLID-MICROMARKET-REMOTE-172.27.101.16_30,ARAMARK-EUCLID-MICROMARKET,network,172.27.101.16/30,ipv4
CRYSTAL-CLINIC-REMOTE-172.27.101.160_27,CRYSTAL-CLINIC,network,172.27.101.160/27,ipv4
LCMC-NEW-ORLEANS-REMOTE-172.27.101.192_26,LCMC-NEW-ORLEANS,network,172.27.101.192/26,ipv4
BIOTEL-REMOTE-INR-REMOTE-172.27.101.20_30,BIOTEL-REMOTE-INR,network,172.27.101.20/30,ipv4
CARIS-REMOTE-172.27.101.24_29,CARIS,network,172.27.101.24/29,ipv4
APPRISS-REMOTE-172.27.101.64_26,APPRISS,network,172.27.101.64/26,ipv4
MATRIX-ANALYTICS-MAIN-ACL-REMOTE-172.27.102.0_24,MATRIX-ANALYTICS-MAIN-ACL,network,172.27.102.0/24,ipv4
NTG-REMOTE-172.27.103.0_24,NTG,network,172.27.103.0/24,ipv4
APPOINTMENTPASS-AWS-2020-REMOTE-172.27.104.0_23,APPOINTMENTPASS-AWS-2020,network,172.27.104.0/23,ipv4
ONTARIO-SYSTEMS-REMOTE-172.27.106.0_25,ONTARIO-SYSTEMS,network,172.27.106.0/25,ipv4
FINVI-REMOTE-172.27.106.0_26,FINVI,network,172.27.106.0/26,ipv4
PRECYSE2-REMOTE-172.27.128.16_28,PRECYSE2,network,172.27.128.16/28,ipv4
CRADLE-POINT-EVERGREEN-REMOTE-172.27.129.0_27,CRADLE-POINT-EVERGREEN,network,172.27.129.0/27,ipv4
CRADLE-POINT-CLINICAL-TRANSPORT2-REMOTE-172.27.129.160_27,CRADLE-POINT-CLINICAL-TRANSPORT2,network,172.27.129.160/27,ipv4
CRADLE-POINT-CLINICAL-TRANSPORT3-REMOTE-172.27.129.192_27,CRADLE-POINT-CLINICAL-TRANSPORT3,network,172.27.129.192/27,ipv4
CRADLE-POINT-CLINICAL-TRANSPORT4-REMOTE-172.27.129.224_27,CRADLE-POINT-CLINICAL-TRANSPORT4,network,172.27.129.224/27,ipv4
CRADLE-POINT-CLINICAL-UNIT3-REMOTE-172.27.129.64_27,CRADLE-POINT-CLINICAL-UNIT3,network,172.27.129.64/27,ipv4
CRADLE-POINT-CLINICAL-UNIT4-REMOTE-172.27.129.96_27,CRADLE-POINT-CLINICAL-UNIT4,network,172.27.129.96/27,ipv4
SCHOOL-BASED-HEALTH-VAN-3-REMOTE-172.27.130.0_27,SCHOOL-BASED-HEALTH-VAN-3,network,172.27.130.0/27,ipv4
CRADLE-POINT-CLINICAL-UNIT2-REMOTE-172.27.131.0_24,CRADLE-POINT-CLINICAL-UNIT2,network,172.27.131.0/24,ipv4
CRADLE-POINT-ELKO-NV-REMOTE-172.27.132.0_27,CRADLE-POINT-ELKO-NV,network,172.27.132.0/27,ipv4
MONTVILLE-REMOTE-172.27.16.64_28,MONTVILLE,network,172.27.16.64/28,ipv4
MEDINA-REC-REMOTE-172.27.16.80_28,MEDINA-REC,network,172.27.16.80/28,ipv4
HOS-REMOTE-172.27.16.96_28,HOS,network,172.27.16.96/28,ipv4
RINGBUS1-REMOTE-172.27.18.128_28,RINGBUS1,network,172.27.18.128/28,ipv4
RINGBUS2-REMOTE-172.27.18.144_28,RINGBUS2,network,172.27.18.144/28,ipv4
MEDINA-FIREHOUSE-REMOTE-172.27.18.16_28,MEDINA-FIREHOUSE,network,172.27.18.16/28,ipv4
ACUSTREAM-REMOTE-172.27.224.0_20,ACUSTREAM,network,172.27.224.0/20,ipv4
CRADLE-POINT-BOLTON-HOUSE-REMOTE-172.27.3.160_27,CRADLE-POINT-BOLTON-HOUSE,network,172.27.3.160/27,ipv4
KINDRED-OH-REMOTE-172.27.3.192_27,KINDRED-OH,network,172.27.3.192/27,ipv4
METRO-CARDIO-REMOTE-172.27.3.64_27,METRO-CARDIO,network,172.27.3.64/27,ipv4
DYANIA-DYANIA-OUTBOUND-REMOTE-172.27.3.96_28,DYANIA-DYANIA-OUTBOUND,network,172.27.3.96/28,ipv4
WFH-EMCH-REMOTE-172.27.30.8_29,WFH-EMCH,network,172.27.30.8/29,ipv4
MODIC-RAD-REMOTE-172.27.32.112_28,MODIC-RAD,network,172.27.32.112/28,ipv4
WAUKESHA-WI-REMOTE-172.27.32.128_28,WAUKESHA-WI,network,172.27.32.128/28,ipv4
ERAD-WARREN-REMOTE-172.27.32.144_28,ERAD-WARREN,network,172.27.32.144/28,ipv4
SINGER-REMOTE-172.27.32.16_28,SINGER,network,172.27.32.16/28,ipv4
SBHC-REMOTE-172.27.32.160_27,SBHC,network,172.27.32.160/27,ipv4
ERAD-ITCONSULT-REMOTE-172.27.32.224_28,ERAD-ITCONSULT,network,172.27.32.224/28,ipv4
STROKEAMBUL-REMOTE-172.27.32.240_28,STROKEAMBUL,network,172.27.32.240/28,ipv4
RICHFIELD-WI-REMOTE-172.27.32.32_28,RICHFIELD-WI,network,172.27.32.32/28,ipv4
PORT-HURON-MI-REMOTE-172.27.32.48_28,PORT-HURON-MI,network,172.27.32.48/28,ipv4
SCHAUMBERG-IL-REMOTE-172.27.32.64_28,SCHAUMBERG-IL,network,172.27.32.64/28,ipv4
ERAD_MERILLVILLE-REMOTE-172.27.32.96_28,ERAD_MERILLVILLE,network,172.27.32.96/28,ipv4
LOCKWOOD-REMOTE-172.27.33.0_28,LOCKWOOD,network,172.27.33.0/28,ipv4
PARADISE-RAD-REMOTE-172.27.33.112_28,PARADISE-RAD,network,172.27.33.112/28,ipv4
NH-DENVER-T1-REMOTE-172.27.33.144_28,NH-DENVER-T1,network,172.27.33.144/28,ipv4
PARS-REMOTE-172.27.33.16_28,PARS,network,172.27.33.16/28,ipv4
ERAD-BELPRE-REMOTE-172.27.33.160_28,ERAD-BELPRE,network,172.27.33.160/28,ipv4
YORK3-PA-REMOTE-172.27.33.176_28,YORK3-PA,network,172.27.33.176/28,ipv4
EMCH-RAD-REMOTE-172.27.33.224_28,EMCH-RAD,network,172.27.33.224/28,ipv4
CHAN-NIGHTHAWK-REMOTE-172.27.33.32_28,CHAN-NIGHTHAWK,network,172.27.33.32/28,ipv4
RAD-COLE-REMOTE-172.27.33.48_28,RAD-COLE,network,172.27.33.48/28,ipv4
TENNESSEE-NIGHTHAWK-REMOTE-172.27.33.80_28,TENNESSEE-NIGHTHAWK,network,172.27.33.80/28,ipv4
ERAD-BOARDMAN2-REMOTE-172.27.33.96_28,ERAD-BOARDMAN2,network,172.27.33.96/28,ipv4
DALZELL-REMOTE-172.27.34.112_28,DALZELL,network,172.27.34.112/28,ipv4
STULTZ-RAD-REMOTE-172.27.34.128_28,STULTZ-RAD,network,172.27.34.128/28,ipv4
WIESSMAN-REMOTE-172.27.34.144_28,WIESSMAN,network,172.27.34.144/28,ipv4
BROWN-REMOTE-172.27.34.16_28,BROWN,network,172.27.34.16/28,ipv4
LOCKWOOD-RAD-REMOTE-172.27.34.160_28,LOCKWOOD-RAD,network,172.27.34.160/28,ipv4
WONG-RAD-REMOTE-172.27.34.240_28,WONG-RAD,network,172.27.34.240/28,ipv4
SYVERTSON-REMOTE-172.27.34.32_28,SYVERTSON,network,172.27.34.32/28,ipv4
LEVITAN-REMOTE-172.27.34.48_28,LEVITAN,network,172.27.34.48/28,ipv4
ERAD-WEST-MILWAUKEE-REMOTE-172.27.35.112_28,ERAD-WEST-MILWAUKEE,network,172.27.35.112/28,ipv4
STAR-DUBLIN-REMOTE-172.27.35.128_28,STAR-DUBLIN,network,172.27.35.128/28,ipv4
CHICAGO-IL-REMOTE-172.27.35.144_28,CHICAGO-IL,network,172.27.35.144/28,ipv4
HILL-RAD-REMOTE-172.27.35.16_28,HILL-RAD,network,172.27.35.16/28,ipv4
ERAD-BUFFALO-MEDICAL-REMOTE-172.27.35.160_28,ERAD-BUFFALO-MEDICAL,network,172.27.35.160/28,ipv4
WESTON-201-REMOTE-172.27.35.176_28,WESTON-201,network,172.27.35.176/28,ipv4
WESTON-ERAD-REMOTE-172.27.35.192_28,WESTON-ERAD,network,172.27.35.192/28,ipv4
WESTON-223-REMOTE-172.27.35.208_28,WESTON-223,network,172.27.35.208/28,ipv4
STATSEVYCH-RAD-REMOTE-172.27.35.224_28,STATSEVYCH-RAD,network,172.27.35.224/28,ipv4
RUGGIERI-RAD-REMOTE-172.27.35.240_28,RUGGIERI-RAD,network,172.27.35.240/28,ipv4
MARTINEZ-RAD-REMOTE-172.27.35.32_28,MARTINEZ-RAD,network,172.27.35.32/28,ipv4
MOON-RAD-REMOTE-172.27.35.48_28,MOON-RAD,network,172.27.35.48/28,ipv4
APPLETON-WI-REMOTE-172.27.35.64_28,APPLETON-WI,network,172.27.35.64/28,ipv4
MASOOD-RAD-REMOTE-172.27.35.80_28,MASOOD-RAD,network,172.27.35.80/28,ipv4
ERAD-GREENBAY-REMOTE-172.27.35.96_28,ERAD-GREENBAY,network,172.27.35.96/28,ipv4
DREYFUSS-REMOTE-172.27.36.0_28,DREYFUSS,network,172.27.36.0/28,ipv4
PREMIERPHYS-REMOTE-172.27.36.16_28,PREMIERPHYS,network,172.27.36.16/28,ipv4
DATAGATE-PROD-QUEENS-HEALTH-SYSTEM-REMOTE-172.27.36.192_28,DATAGATE-PROD-QUEENS-HEALTH-SYSTEM,network,172.27.36.192/28,ipv4
MIKKILINENI-RAD-REMOTE-172.27.36.224_28,MIKKILINENI-RAD,network,172.27.36.224/28,ipv4
KOPLAS-RAD-REMOTE-172.27.36.240_28,KOPLAS-RAD,network,172.27.36.240/28,ipv4
CARLSON-RAD-REMOTE-172.27.37.112_28,CARLSON-RAD,network,172.27.37.112/28,ipv4
FAKIR-RAD-REMOTE-172.27.37.128_28,FAKIR-RAD,network,172.27.37.128/28,ipv4
ROBERTS-RAD-REMOTE-172.27.37.16_28,ROBERTS-RAD,network,172.27.37.16/28,ipv4
LOMBARD-IL-REMOTE-172.27.37.176_28,LOMBARD-IL,network,172.27.37.176/28,ipv4
OSWEGO-IL-REMOTE-172.27.37.192_28,OSWEGO-IL,network,172.27.37.192/28,ipv4
BOLINGBROOK-IL-REMOTE-172.27.37.208_28,BOLINGBROOK-IL,network,172.27.37.208/28,ipv4
DEARING-RAD-REMOTE-172.27.37.224_28,DEARING-RAD,network,172.27.37.224/28,ipv4
LARVIE-RAD-REMOTE-172.27.37.240_28,LARVIE-RAD,network,172.27.37.240/28,ipv4
KARAKASIS-RAD-REMOTE-172.27.37.48_28,KARAKASIS-RAD,network,172.27.37.48/28,ipv4
LEE-RAD-REMOTE-172.27.37.64_28,LEE-RAD,network,172.27.37.64/28,ipv4
TSAY-RAD-REMOTE-172.27.37.80_28,TSAY-RAD,network,172.27.37.80/28,ipv4
IMGTEST-VENDOR-RAD-REMOTE-172.27.38.0_29,IMGTEST-VENDOR-RAD,network,172.27.38.0/29,ipv4
ERAD-HARKEY-NILES-REMOTE-172.27.38.112_28,ERAD-HARKEY-NILES,network,172.27.38.112/28,ipv4
E-RAD-CONCORD-IMAGING-REMOTE-172.27.38.128_27,E-RAD-CONCORD-IMAGING,network,172.27.38.128/27,ipv4
ERAD-KENNY-OH-REMOTE-172.27.38.160_27,ERAD-KENNY-OH,network,172.27.38.160/27,ipv4
ERAD-YORK2-REMOTE-172.27.38.192_27,ERAD-YORK2,network,172.27.38.192/27,ipv4
ERAD-YORK2-REMOTE-172.27.38.224_27,ERAD-YORK2,network,172.27.38.224/27,ipv4
ERAD-JASON-WAY-REMOTE-172.27.38.32_27,ERAD-JASON-WAY,network,172.27.38.32/27,ipv4
ERAD-JASON-WAY-REMOTE-172.27.38.64_27,ERAD-JASON-WAY,network,172.27.38.64/27,ipv4
HARKEY-CANFIELD-RAD-REMOTE-172.27.38.96_28,HARKEY-CANFIELD-RAD,network,172.27.38.96/28,ipv4
DAYTON-OH-REMOTE-172.27.39.160_27,DAYTON-OH,network,172.27.39.160/27,ipv4
E-RAD-BELDIN-IMAGING-REMOTE-172.27.39.32_27,E-RAD-BELDIN-IMAGING,network,172.27.39.32/27,ipv4
ERAD-RAMIC-COLUMBUS-REMOTE-172.27.39.64_27,ERAD-RAMIC-COLUMBUS,network,172.27.39.64/27,ipv4
BAYESIAN-PROD-REMOTE-172.27.4.128_28,BAYESIAN-PROD,network,172.27.4.128/28,ipv4
BAYESIAN-TEST-REMOTE-172.27.4.144_28,BAYESIAN-TEST,network,172.27.4.144/28,ipv4
MEDUIT-REMOTE-172.27.4.160_28,MEDUIT,network,172.27.4.160/28,ipv4
ALADDINS-REMOTE-172.27.4.48_28,ALADDINS,network,172.27.4.48/28,ipv4
CLEARSENSE-REMOTE-172.27.4.64_28,CLEARSENSE,network,172.27.4.64/28,ipv4
BIOTEL-CARDIONET-REMOTE-172.27.4.80_29,BIOTEL-CARDIONET,network,172.27.4.80/29,ipv4
RIGNEY-DOLPHIN-CLE-REMOTE-172.27.4.88_29,RIGNEY-DOLPHIN-CLE,network,172.27.4.88/29,ipv4
OPEN-PM-AWS-REMOTE-172.27.4.96_28,OPEN-PM-AWS,network,172.27.4.96/28,ipv4
ERIE-OBGYN-REMOTE-172.27.40.128_27,ERIE-OBGYN,network,172.27.40.128/27,ipv4
VERNON-HILLS-IL-REMOTE-172.27.44.0_28,VERNON-HILLS-IL,network,172.27.44.0/28,ipv4
EDEN-PRAIRIE-MN-REMOTE-172.27.44.16_28,EDEN-PRAIRIE-MN,network,172.27.44.16/28,ipv4
DAILEY-RAD-REMOTE-172.27.44.32_28,DAILEY-RAD,network,172.27.44.32/28,ipv4
STOCK-RAD-REMOTE-172.27.44.80_28,STOCK-RAD,network,172.27.44.80/28,ipv4
ERAD-BOARDMAN-REMOTE-172.27.45.0_26,ERAD-BOARDMAN,network,172.27.45.0/26,ipv4
ERAD_NILES2-REMOTE-172.27.45.64_26,ERAD_NILES2,network,172.27.45.64/26,ipv4
OCS-MANSFIELD-REMOTE-172.27.55.0_24,OCS-MANSFIELD,network,172.27.55.0/24,ipv4
OCS-MANSFIELD-REMOTE-172.27.56.0_24,OCS-MANSFIELD,network,172.27.56.0/24,ipv4
OCS-MANSFIELD-REMOTE-172.27.57.0_24,OCS-MANSFIELD,network,172.27.57.0/24,ipv4
OCS-MANSFIELD-REMOTE-172.27.58.0_24,OCS-MANSFIELD,network,172.27.58.0/24,ipv4
OCS-MANSFIELD-REMOTE-172.27.59.0_24,OCS-MANSFIELD,network,172.27.59.0/24,ipv4
OCS-MANSFIELD-REMOTE-172.27.60.0_24,OCS-MANSFIELD,network,172.27.60.0/24,ipv4
TORONTO-ELLESEMERE-REMOTE-172.27.64.144_28,TORONTO-ELLESEMERE,network,172.27.64.144/28,ipv4
NETENGFAINI-REMOTE-172.27.64.160_28,NETENGFAINI,network,172.27.64.160/28,ipv4
NETENG-RJG-REMOTE-172.27.64.176_28,NETENG-RJG,network,172.27.64.176/28,ipv4
NETENGBROOKS-REMOTE-172.27.64.208_28,NETENGBROOKS,network,172.27.64.208/28,ipv4
TORONTO-ELLESEMERE-REMOTE-172.27.64.32_28,TORONTO-ELLESEMERE,network,172.27.64.32/28,ipv4
WOOSTERCOLLEGE-REMOTE-172.27.64.48_28,WOOSTERCOLLEGE,network,172.27.64.48/28,ipv4
ELKO-REMOTE-172.27.64.96_28,ELKO,network,172.27.64.96/28,ipv4
INDIAN-RIVER-REMOTE-172.27.98.0_24,INDIAN-RIVER,network,172.27.98.0/24,ipv4
UNION-HOSPITAL-REMOTE-172.27.99.0_24,UNION-HOSPITAL,network,172.27.99.0/24,ipv4
EHI-MPC-REMOTE-192.100.1.0_24,EHI-MPC,network,192.100.1.0/24,ipv4
PER-SE-REMOTE-192.154.44.0_24,PER-SE,network,192.154.44.0/24,ipv4
LABEL-PRINT-SELECT-MEDICAL-REMOTE-192.168.134.0_24,LABEL-PRINT-SELECT-MEDICAL,network,192.168.134.0/24,ipv4
SELECT-MEDICAL-REMOTE-192.168.193.232_30,SELECT-MEDICAL,network,192.168.193.232/30,ipv4
RSOURCE-REMOTE-192.168.238.0_24,RSOURCE,network,192.168.238.0/24,ipv4
SELECT-MEDICAL-REMOTE-192.168.253.0_24,SELECT-MEDICAL,network,192.168.253.0/24,ipv4
CAREPORT-WELLSKY-REMOTE-192.31.125.16_28,CAREPORT-WELLSKY,network,192.31.125.16/28,ipv4
MEADVILLE-REMOTE-192.40.68.0_24,MEADVILLE,network,192.40.68.0/24,ipv4
PHILLIPS__ACL-REMOTE-192.68.48.0_22,PHILLIPS__ACL,network,192.68.48.0/22,ipv4
PHILLIPS-REMOTE-192.68.49.0_24,PHILLIPS,network,192.68.49.0/24,ipv4
ARUP-REMOTE-192.69.2.32_29,ARUP,network,192.69.2.32/29,ipv4
ATLAS-3-REMOTE-198.133.87.240_30,ATLAS-3,network,198.133.87.240/30,ipv4
OSI-REMOTE-198.153.237.0_24,OSI,network,198.153.237.0/24,ipv4
DATAGATE-PROD-NOVARAD-ACL-REMOTE-198.246.27.208_28,DATAGATE-PROD-NOVARAD-ACL,network,198.246.27.208/28,ipv4
NUWAVE-ASHBURN-REMOTE-204.10.92.0_24,NUWAVE-ASHBURN,network,204.10.92.0/24,ipv4
MCKESSONCAREBRIDGE-REMOTE-204.153.216.0_23,MCKESSONCAREBRIDGE,network,204.153.216.0/23,ipv4
AMTELCO-REMOTE-204.27.231.144_28,AMTELCO,network,204.27.231.144/28,ipv4
BLACKBOX-REMOTE-204.29.244.0_24,BLACKBOX,network,204.29.244.0/24,ipv4
BLACKBOX-REMOTE-204.29.248.0_24,BLACKBOX,network,204.29.248.0/24,ipv4
PHILIPS-BIOTEL-REMOTE-204.68.184.224_27,PHILIPS-BIOTEL,network,204.68.184.224/27,ipv4
DATAGATE-PROD-AMERICAN-WELL-REMOTE-207.211.42.0_24,DATAGATE-PROD-AMERICAN-WELL,network,207.211.42.0/24,ipv4
EDSI-NAT-REMOTE-207.89.36.184_29,EDSI-NAT,network,207.89.36.184/29,ipv4
TEAMHEALTH-ALL-REMOTE-208.84.217.0_24,TEAMHEALTH-ALL,network,208.84.217.0/24,ipv4
IBM-MSS-REMOTE-209.134.180.0_22,IBM-MSS,network,209.134.180.0/22,ipv4
IBM-MSS-REMOTE-209.134.180.0_23,IBM-MSS,network,209.134.180.0/23,ipv4
IBM-MSS-REMOTE-209.134.182.0_23,IBM-MSS,network,209.134.182.0/23,ipv4
IBM-MSS-REMOTE-209.134.184.0_22,IBM-MSS,network,209.134.184.0/22,ipv4
IBM-MSS-REMOTE-209.134.184.0_23,IBM-MSS,network,209.134.184.0/23,ipv4
IBM-MSS-REMOTE-209.134.186.0_23,IBM-MSS,network,209.134.186.0/23,ipv4
IBM-MSS-REMOTE-209.134.188.0_22,IBM-MSS,network,209.134.188.0/22,ipv4
IBM-MSS-REMOTE-209.134.188.0_23,IBM-MSS,network,209.134.188.0/23,ipv4
IBM-MSS-REMOTE-209.134.190.0_23,IBM-MSS,network,209.134.190.0/23,ipv4
AKRON-REMOTE-209.57.32.144_29,AKRON,network,209.57.32.144/29,ipv4
FIS-WRFCU-ACL-REMOTE-216.189.224.0_22,FIS-WRFCU-ACL,network,216.189.224.0/22,ipv4
ECIN-ACL-REMOTE-216.203.39.96_28,ECIN-ACL,network,216.203.39.96/28,ipv4
ABILITY-REMOTE-32.91.198.116_31,ABILITY,network,32.91.198.116/31,ipv4
SOUND-PHYSICIANS-2022-REMOTE-4.79.112.248_29,SOUND-PHYSICIANS-2022,network,4.79.112.248/29,ipv4
LILLY-REMOTE-40.0.0.0_10,LILLY,network,40.0.0.0/10,ipv4
LILLY-REMOTE-40.144.0.0_12,LILLY,network,40.144.0.0/12,ipv4
LILLY-REMOTE-40.160.0.0_11,LILLY,network,40.160.0.0/11,ipv4
LILLY-REMOTE-40.192.0.0_10,LILLY,network,40.192.0.0/10,ipv4
ORPHEUS-REMOTE-40.71.85.0_24,ORPHEUS,network,40.71.85.0/24,ipv4
AMERIH2-REMOTE-63.236.11.128_26,AMERIH2,network,63.236.11.128/26,ipv4
RIBBON-REMOTE-64.129.37.176_28,RIBBON,network,64.129.37.176/28,ipv4
JPRS-REMOTE-65.105.255.176_28,JPRS,network,65.105.255.176/28,ipv4
ANTARES-REMOTE-66.111.18.0_24,ANTARES,network,66.111.18.0/24,ipv4
SRHS-REMOTE-66.211.204.0_24,SRHS,network,66.211.204.0/24,ipv4
DATAGATE-PROD-HUMEDICA-REMOTE-70.42.58.192_26,DATAGATE-PROD-HUMEDICA,network,70.42.58.192/26,ipv4
NUWAVE-LV-REMOTE-74.119.9.0_24,NUWAVE-LV,network,74.119.9.0/24,ipv4
APPOINTMENTPASS-PROD-REMOTE-8.0.1.0_24,APPOINTMENTPASS-PROD,network,8.0.1.0/24,ipv4
BAXTER-REMOTE-98.110.147.16_29,BAXTER,network,98.110.147.16/29,ipv4
